section,profile,family,m,q,n,metric,value,unit,notes
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:vector_dot,8,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:vector_add,14,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:h1,3,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:h2,4,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,full_handshake:h3,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:vector_times_matrix,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:matrix_times_vector,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:vector_dot,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:vector_add,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:scalar_times_vector,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:h1,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:h2,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,Setup:h3,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:vector_add,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:h1,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:h2,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,SetSecretValue:h3,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:vector_dot,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:vector_add,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:h1,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:h2,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_create:h3,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:vector_dot,8,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:vector_add,14,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:h1,3,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:h2,4,count,
operations,audited_prime_m128,audited_prime,128,16411,3584,full_handshake:h3,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:vector_times_matrix,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:matrix_times_vector,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:vector_dot,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:vector_add,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:scalar_times_vector,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:h1,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:h2,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,Setup:h3,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:vector_add,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:h1,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:h2,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,SetSecretValue:h3,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:vector_dot,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:vector_add,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:h1,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:h2,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_create:h3,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:vector_dot,8,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:vector_add,14,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:h1,3,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:h2,4,count,
operations,audited_prime_m160,audited_prime,160,25601,4687,full_handshake:h3,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:vector_times_matrix,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:matrix_times_vector,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:vector_dot,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:vector_add,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:scalar_times_vector,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:h1,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:h2,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,Setup:h3,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:vector_add,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:h1,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:h2,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,SetSecretValue:h3,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:vector_dot,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:vector_add,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:h1,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:h2,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_create:h3,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:vector_dot,8,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:vector_add,14,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:h1,3,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:h2,4,count,
operations,audited_prime_m256,audited_prime,256,65537,8192,full_handshake:h3,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:vector_times_matrix,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:matrix_times_vector,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:vector_dot,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:vector_add,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:scalar_times_vector,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:h1,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:h2,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,Setup:h3,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:vector_add,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:h1,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:h2,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,SetSecretValue:h3,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:vector_dot,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:vector_add,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:h1,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:h2,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_create:h3,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:vector_dot,8,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:vector_add,14,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:h1,3,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:h2,4,count,
operations,audited_prime_m32,audited_prime,32,1031,640,full_handshake:h3,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:vector_times_matrix,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:matrix_times_vector,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:vector_dot,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:vector_add,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:scalar_times_vector,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:h1,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:h2,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,Setup:h3,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:vector_add,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:h1,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:h2,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,SetSecretValue:h3,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:vector_dot,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:vector_add,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:h1,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:h2,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_create:h3,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:vector_dot,8,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:vector_add,14,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:h1,3,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:h2,4,count,
operations,audited_prime_m48,audited_prime,48,2309,1073,full_handshake:h3,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:vector_times_matrix,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:matrix_times_vector,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:vector_dot,0,count,
